fold,split,task_id,impl_index,similarity,distance,distance_norm
fold_8,test,BigCodeBench/1046,2,0.99159575,163,0.4323607427
fold_8,test,BigCodeBench/1046,3,0.99174124,177,0.4694960212
fold_8,test,BigCodeBench/6,1,0.9160155,638,2.031847134
fold_8,test,BigCodeBench/6,2,0.9266248,757,2.410828025
fold_8,test,BigCodeBench/6,3,0.9529389,322,1.025477707
fold_8,test,BigCodeBench/12,1,0.99525845,415,0.5320512821
fold_8,test,BigCodeBench/12,2,0.98650825,714,0.9153846154
fold_8,test,BigCodeBench/12,3,0.99408925,452,0.5794871795
fold_8,test,BigCodeBench/942,1,0.9982985,434,0.4646680942
fold_8,test,BigCodeBench/942,2,0.9963049,377,0.403640257
fold_8,test,BigCodeBench/942,3,0.99685156,388,0.4154175589
fold_8,test,BigCodeBench/65,1,0.9871569,317,0.6861471861
fold_8,test,BigCodeBench/65,2,0.98852396,351,0.7597402597
fold_8,test,BigCodeBench/65,3,0.985371,499,1.08008658
fold_8,test,BigCodeBench/231,1,0.9960732,523,0.5902934537
fold_8,test,BigCodeBench/231,2,0.9953469,461,0.5203160271
fold_8,test,BigCodeBench/231,3,0.9968441,389,0.4390519187
fold_8,test,BigCodeBench/1090,1,0.99184155,205,0.4485776805
fold_8,test,BigCodeBench/1090,2,0.99247813,247,0.5404814004
fold_8,test,BigCodeBench/1090,3,0.99001336,264,0.5776805252
fold_8,test,BigCodeBench/576,1,0.9876619,276,0.5092250923
fold_8,test,BigCodeBench/576,2,0.9808204,298,0.5498154982
fold_8,test,BigCodeBench/576,3,0.97182554,342,0.63099631
fold_8,test,BigCodeBench/728,1,0.98537,631,0.8620218579
fold_8,test,BigCodeBench/728,2,0.993241,317,0.4330601093
fold_8,test,BigCodeBench/728,3,0.992294,363,0.4959016393
fold_8,test,BigCodeBench/1098,1,0.9907316,129,0.5608695652
fold_8,test,BigCodeBench/1098,2,0.98543113,112,0.4869565217
fold_8,test,BigCodeBench/1098,3,0.98262566,257,1.117391304
fold_8,test,BigCodeBench/871,1,0.9816449,562,0.9079159935
fold_8,test,BigCodeBench/871,2,0.9803258,564,0.9111470113
fold_8,test,BigCodeBench/871,3,0.99339306,371,0.5993537964
fold_8,test,BigCodeBench/503,1,0.9906213,346,0.4752747253
fold_8,test,BigCodeBench/503,2,0.9800806,382,0.5247252747
fold_8,test,BigCodeBench/503,3,0.993232,340,0.467032967
fold_8,test,BigCodeBench/1067,1,0.99395454,383,0.490396927
fold_8,test,BigCodeBench/1067,2,0.9762147,610,0.781049936
fold_8,test,BigCodeBench/1067,3,0.9791842,403,0.5160051216
fold_8,test,BigCodeBench/255,1,0.9765167,492,1.308510638
fold_8,test,BigCodeBench/255,2,0.9632221,548,1.457446809
fold_8,test,BigCodeBench/255,3,0.9850464,274,0.7287234043
fold_8,test,BigCodeBench/468,1,0.93693095,685,2.965367965
fold_8,test,BigCodeBench/468,2,0.9606097,475,2.056277056
fold_8,test,BigCodeBench/468,3,0.96820647,443,1.917748918
fold_8,test,BigCodeBench/802,1,0.9682981,222,0.5056947608
fold_8,test,BigCodeBench/802,2,0.98071337,211,0.4806378132
fold_8,test,BigCodeBench/802,3,0.9849731,204,0.4646924829
fold_8,test,BigCodeBench/1066,1,0.9948799,333,0.4416445623
fold_8,test,BigCodeBench/1066,2,0.9927851,420,0.5570291777
fold_8,test,BigCodeBench/1066,3,0.9956165,345,0.4575596817
fold_8,test,BigCodeBench/356,1,0.9914143,437,0.4971558589
fold_8,test,BigCodeBench/356,2,0.99462366,453,0.5153583618
fold_8,test,BigCodeBench/356,3,0.9822868,457,0.5199089875
fold_8,test,BigCodeBench/457,1,0.94858027,614,1.795321637
fold_8,test,BigCodeBench/457,2,0.9711624,621,1.815789474
fold_8,test,BigCodeBench/457,3,0.9824175,423,1.236842105
fold_8,test,BigCodeBench/56,1,0.9877007,214,0.5587467363
fold_8,test,BigCodeBench/56,2,0.97979474,177,0.4621409922
fold_8,test,BigCodeBench/56,3,0.9710612,373,0.9738903394
fold_8,test,BigCodeBench/810,1,0.98283935,766,1.274542429
fold_8,test,BigCodeBench/810,2,0.98318666,558,0.928452579
fold_8,test,BigCodeBench/810,3,0.99553686,302,0.5024958403
fold_8,test,BigCodeBench/324,1,0.985431,447,0.8481973435
fold_8,test,BigCodeBench/324,2,0.9940673,305,0.5787476281
fold_8,test,BigCodeBench/324,3,0.99034244,427,0.8102466793
fold_8,test,BigCodeBench/899,1,0.9962013,108,0.3450479233
fold_8,test,BigCodeBench/899,2,0.9976666,62,0.1980830671
fold_8,test,BigCodeBench/899,3,0.99213314,112,0.357827476
fold_8,test,BigCodeBench/1016,1,0.9964299,520,0.5520169851
fold_8,test,BigCodeBench/1016,2,0.9940038,607,0.644373673
fold_8,test,BigCodeBench/1016,3,0.9927572,711,0.7547770701
fold_8,test,BigCodeBench/235,1,0.99353856,461,0.5581113801
fold_8,test,BigCodeBench/235,2,0.9878838,644,0.7796610169
fold_8,test,BigCodeBench/235,3,0.9926621,473,0.5726392252
fold_8,test,BigCodeBench/428,1,0.99052405,252,0.3529411765
fold_8,test,BigCodeBench/428,2,0.9896476,286,0.4005602241
fold_8,test,BigCodeBench/428,3,0.9827275,326,0.4565826331
fold_8,test,BigCodeBench/190,1,0.99364376,796,0.9202312139
fold_8,test,BigCodeBench/190,2,0.9842347,426,0.4924855491
fold_8,test,BigCodeBench/190,3,0.9742,453,0.523699422
fold_8,test,BigCodeBench/319,1,0.9898739,385,0.8461538462
fold_8,test,BigCodeBench/319,2,0.99220395,394,0.8659340659
fold_8,test,BigCodeBench/319,3,0.99666595,324,0.7120879121
fold_8,test,BigCodeBench/155,1,0.99047816,112,0.3085399449
fold_8,test,BigCodeBench/155,2,0.9892905,172,0.4738292011
fold_8,test,BigCodeBench/155,3,0.99002004,111,0.305785124
fold_8,test,BigCodeBench/31,1,0.97561944,500,0.8665511265
fold_8,test,BigCodeBench/31,2,0.9876512,415,0.719237435
fold_8,test,BigCodeBench/31,3,0.9847224,414,0.7175043328
fold_8,test,BigCodeBench/509,1,0.9952735,840,0.6368460955
fold_8,test,BigCodeBench/509,2,0.99777716,906,0.686884003
fold_8,test,BigCodeBench/509,3,0.993397,792,0.6004548901
fold_8,test,BigCodeBench/564,1,0.98337394,454,0.8423005566
fold_8,test,BigCodeBench/564,2,0.987723,387,0.7179962894
fold_8,test,BigCodeBench/564,3,0.96985763,398,0.7384044527
fold_8,test,BigCodeBench/522,1,0.9971565,590,0.6735159817
fold_8,test,BigCodeBench/522,2,0.9903447,703,0.8025114155
fold_8,test,BigCodeBench/522,3,0.9954433,578,0.6598173516
fold_8,test,BigCodeBench/267,1,0.99801946,143,0.2693032015
fold_8,test,BigCodeBench/267,2,0.9941208,234,0.4406779661
fold_8,test,BigCodeBench/267,3,0.9968574,209,0.3935969868
fold_8,test,BigCodeBench/737,1,0.97672486,457,0.577020202
fold_8,test,BigCodeBench/737,2,0.96879,479,0.6047979798
fold_8,test,BigCodeBench/737,3,0.9622038,519,0.6553030303
fold_8,test,BigCodeBench/723,1,0.991845,441,0.666163142
fold_8,test,BigCodeBench/723,2,0.9852405,508,0.7673716012
fold_8,test,BigCodeBench/723,3,0.9884932,616,0.9305135952
fold_8,test,BigCodeBench/182,1,0.98045635,340,0.6403013183
fold_8,test,BigCodeBench/182,2,0.97636783,488,0.9190207156
fold_8,test,BigCodeBench/182,3,0.99126685,268,0.5047080979
fold_8,test,BigCodeBench/378,1,0.99752957,436,0.4648187633
fold_8,test,BigCodeBench/378,2,0.9960331,453,0.4829424307
fold_8,test,BigCodeBench/378,3,0.9979418,469,0.5
fold_8,test,BigCodeBench/617,1,0.9899982,1238,1.027385892
fold_8,test,BigCodeBench/617,2,0.9976561,554,0.4597510373
fold_8,test,BigCodeBench/617,3,0.9964775,573,0.4755186722
fold_8,test,BigCodeBench/526,1,0.98519343,516,0.7467438495
fold_8,test,BigCodeBench/526,2,0.997156,372,0.5383502171
fold_8,test,BigCodeBench/526,3,0.9971434,279,0.4037626628
fold_8,test,BigCodeBench/892,1,0.9872495,142,0.461038961
fold_8,test,BigCodeBench/892,2,0.99460435,141,0.4577922078
fold_8,test,BigCodeBench/892,3,0.9867812,188,0.6103896104
fold_8,test,BigCodeBench/935,1,0.98415446,276,0.5317919075
fold_8,test,BigCodeBench/935,2,0.9766277,290,0.5587668593
fold_8,test,BigCodeBench/935,3,0.9752314,325,0.6262042389
fold_8,test,BigCodeBench/242,1,0.99772084,398,0.4907521578
fold_8,test,BigCodeBench/242,2,0.9917794,496,0.6115906289
fold_8,test,BigCodeBench/242,3,0.99783987,306,0.3773119605
fold_8,test,BigCodeBench/411,1,0.99507636,89,0.2688821752
fold_8,test,BigCodeBench/411,2,0.9932459,103,0.3111782477
fold_8,test,BigCodeBench/411,3,0.9916818,97,0.2930513595
fold_8,test,BigCodeBench/13,1,0.99577236,588,0.5335753176
fold_8,test,BigCodeBench/13,2,0.99892586,469,0.4255898367
fold_8,test,BigCodeBench/13,3,0.99796116,330,0.2994555354
fold_8,test,BigCodeBench/264,1,0.99229705,314,0.623015873
fold_8,test,BigCodeBench/264,2,0.97950685,464,0.9206349206
fold_8,test,BigCodeBench/264,3,0.99174964,325,0.6448412698
fold_8,test,BigCodeBench/63,1,0.9955071,206,0.4291666667
fold_8,test,BigCodeBench/63,2,0.9963431,227,0.4729166667
fold_8,test,BigCodeBench/63,3,0.99040425,317,0.6604166667
fold_8,test,BigCodeBench/1114,1,0.99549097,146,0.378238342
fold_8,test,BigCodeBench/1114,2,0.99411,143,0.3704663212
fold_8,test,BigCodeBench/1114,3,0.99517447,192,0.4974093264
fold_8,test,BigCodeBench/1001,1,0.99568427,309,0.5090609555
fold_8,test,BigCodeBench/1001,2,0.9870658,345,0.568369028
fold_8,test,BigCodeBench/1001,3,0.9924886,375,0.6177924217
fold_8,test,BigCodeBench/725,1,0.9656504,536,1.320197044
fold_8,test,BigCodeBench/725,2,0.9713721,505,1.243842365
fold_8,test,BigCodeBench/725,3,0.9747677,300,0.7389162562
fold_8,test,BigCodeBench/568,1,0.9881024,424,0.7090301003
fold_8,test,BigCodeBench/568,2,0.9891595,503,0.8411371237
fold_8,test,BigCodeBench/568,3,0.98453456,554,0.9264214047
fold_8,test,BigCodeBench/399,1,0.9944451,292,0.5328467153
fold_8,test,BigCodeBench/399,2,0.99414885,308,0.5620437956
fold_8,test,BigCodeBench/399,3,0.9953152,192,0.3503649635
fold_8,test,BigCodeBench/1069,1,0.9818671,610,1.06271777
fold_8,test,BigCodeBench/1069,2,0.9789866,636,1.108013937
fold_8,test,BigCodeBench/1069,3,0.9768389,397,0.6916376307
fold_8,test,BigCodeBench/208,1,0.9779332,509,0.9105545617
fold_8,test,BigCodeBench/208,2,0.97157025,751,1.343470483
fold_8,test,BigCodeBench/208,3,0.9916962,202,0.3613595707
fold_8,test,BigCodeBench/475,1,0.99484634,512,0.547008547
fold_8,test,BigCodeBench/475,2,0.9952084,663,0.7083333333
fold_8,test,BigCodeBench/475,3,0.9927457,916,0.9786324786
fold_8,test,BigCodeBench/439,1,0.98111904,354,1.032069971
fold_8,test,BigCodeBench/439,2,0.9671175,558,1.626822157
fold_8,test,BigCodeBench/439,3,0.98745453,289,0.8425655977
fold_8,test,BigCodeBench/173,1,0.99413526,203,0.5087719298
fold_8,test,BigCodeBench/173,2,0.98439074,201,0.5037593985
fold_8,test,BigCodeBench/173,3,0.97293216,352,0.8822055138
fold_8,test,BigCodeBench/985,1,0.9979065,792,0.5311871227
fold_8,test,BigCodeBench/985,2,0.99677235,900,0.6036217304
fold_8,test,BigCodeBench/985,3,0.99660647,814,0.5459423206
fold_8,test,BigCodeBench/909,1,0.9956575,141,0.2727272727
fold_8,test,BigCodeBench/909,2,0.99260765,151,0.2920696325
fold_8,test,BigCodeBench/909,3,0.993535,201,0.3887814313
fold_8,test,BigCodeBench/713,1,0.99527377,344,0.4444444444
fold_8,test,BigCodeBench/713,2,0.9930651,665,0.8591731266
fold_8,test,BigCodeBench/713,3,0.9963771,472,0.6098191214
fold_8,test,BigCodeBench/594,1,0.99571,574,0.7211055276
fold_8,test,BigCodeBench/594,2,0.9940923,586,0.7361809045
fold_8,test,BigCodeBench/594,3,0.99247015,655,0.8228643216
fold_8,test,BigCodeBench/360,1,0.9915947,622,0.8227513228
fold_8,test,BigCodeBench/360,2,0.99157274,843,1.115079365
fold_8,test,BigCodeBench/360,3,0.9971768,319,0.421957672
fold_8,test,BigCodeBench/203,1,0.99564254,705,0.7320872274
fold_8,test,BigCodeBench/203,2,0.99503237,544,0.5649013499
fold_8,test,BigCodeBench/203,3,0.995004,463,0.4807892004
fold_8,test,BigCodeBench/822,1,0.9967843,240,0.3927986907
fold_8,test,BigCodeBench/822,2,0.9934212,292,0.4779050736
fold_8,test,BigCodeBench/822,3,0.9959737,296,0.4844517185
fold_8,test,BigCodeBench/314,1,0.9799868,332,0.6680080483
fold_8,test,BigCodeBench/314,2,0.98068243,305,0.6136820926
fold_8,test,BigCodeBench/314,3,0.9664656,455,0.9154929577
fold_8,test,BigCodeBench/491,1,0.9977473,692,0.6313868613
fold_8,test,BigCodeBench/491,2,0.99362767,757,0.6906934307
fold_8,test,BigCodeBench/491,3,0.9969068,566,0.5164233577
fold_8,test,BigCodeBench/933,1,0.9924652,165,0.6420233463
fold_8,test,BigCodeBench/933,2,0.9944236,194,0.7548638132
fold_8,test,BigCodeBench/933,3,0.9774184,248,0.9649805447
fold_8,test,BigCodeBench/1015,1,0.99621356,921,0.7487804878
fold_8,test,BigCodeBench/1015,2,0.99129593,824,0.6699186992
fold_8,test,BigCodeBench/1015,3,0.9972838,417,0.3390243902
fold_8,test,BigCodeBench/1137,1,0.9838178,1012,1.606349206
fold_8,test,BigCodeBench/1137,2,0.9789426,893,1.417460317
fold_8,test,BigCodeBench/1137,3,0.9910048,491,0.7793650794
fold_8,test,BigCodeBench/507,1,0.97881246,669,0.6833503575
fold_8,test,BigCodeBench/507,2,0.9901747,584,0.5965270684
fold_8,test,BigCodeBench/507,3,0.9857335,647,0.6608784474
fold_8,test,BigCodeBench/1123,1,0.98978776,734,1.130970724
fold_8,test,BigCodeBench/1123,2,0.98881257,372,0.5731895223
fold_8,test,BigCodeBench/1123,3,0.9800482,649,1
fold_8,test,BigCodeBench/270,1,0.99241567,51,0.3517241379
fold_8,test,BigCodeBench/270,2,0.9941354,59,0.4068965517
fold_8,test,BigCodeBench/270,3,0.9941354,59,0.4068965517
fold_8,test,BigCodeBench/1065,1,0.9927033,145,0.4915254237
fold_8,test,BigCodeBench/1065,2,0.9797386,260,0.8813559322
fold_8,test,BigCodeBench/1065,3,0.9873961,189,0.6406779661
fold_8,test,BigCodeBench/720,1,0.9932128,540,0.7171314741
fold_8,test,BigCodeBench/720,2,0.9861001,659,0.8751660027
fold_8,test,BigCodeBench/720,3,0.991786,551,0.7317397078
fold_8,test,BigCodeBench/88,1,0.9872357,357,0.7660944206
fold_8,test,BigCodeBench/88,2,0.9763347,543,1.165236052
fold_8,test,BigCodeBench/88,3,0.9815351,422,0.9055793991
fold_8,test,BigCodeBench/435,1,0.9908033,311,0.5289115646
fold_8,test,BigCodeBench/435,2,0.98932695,312,0.5306122449
fold_8,test,BigCodeBench/435,3,0.9898512,316,0.537414966
fold_8,test,BigCodeBench/946,1,0.9951926,105,0.2807486631
fold_8,test,BigCodeBench/946,2,0.9877236,126,0.3368983957
fold_8,test,BigCodeBench/946,3,0.9915467,125,0.3342245989
fold_8,test,BigCodeBench/875,1,0.9733022,549,1.183189655
fold_8,test,BigCodeBench/875,2,0.99225754,163,0.3512931034
fold_8,test,BigCodeBench/875,3,0.98385525,362,0.7801724138
fold_8,test,BigCodeBench/232,1,0.97714245,388,0.9371980676
fold_8,test,BigCodeBench/232,2,0.9800936,406,0.9806763285
fold_8,test,BigCodeBench/232,3,0.9757552,471,1.137681159
fold_8,test,BigCodeBench/565,1,0.95355594,726,1.78817734
fold_8,test,BigCodeBench/565,2,0.9718883,493,1.214285714
fold_8,test,BigCodeBench/565,3,0.9600588,443,1.091133005
fold_8,test,BigCodeBench/402,1,0.94490165,1747,3.979498861
fold_8,test,BigCodeBench/402,2,0.96587074,1025,2.334851936
fold_8,test,BigCodeBench/402,3,0.95494515,641,1.460136674
fold_8,test,BigCodeBench/1113,1,0.9802851,412,0.8174603175
fold_8,test,BigCodeBench/1113,2,0.99458957,250,0.496031746
fold_8,test,BigCodeBench/1113,3,0.9935125,194,0.3849206349
fold_8,test,BigCodeBench/1044,1,0.99134755,523,0.7077131258
fold_8,test,BigCodeBench/1044,2,0.9943515,656,0.8876860622
fold_8,test,BigCodeBench/1044,3,0.9947184,448,0.6062246279
fold_8,test,BigCodeBench/1030,1,0.9974757,64,0.237037037
fold_8,test,BigCodeBench/1030,2,0.9939367,167,0.6185185185
fold_8,test,BigCodeBench/1030,3,0.9961526,39,0.1444444444
fold_8,test,BigCodeBench/918,1,0.98777294,231,0.7042682927
fold_8,test,BigCodeBench/918,2,0.97441036,260,0.7926829268
fold_8,test,BigCodeBench/918,3,0.9841902,380,1.158536585
fold_8,test,BigCodeBench/597,1,0.97636354,262,0.622327791
fold_8,test,BigCodeBench/597,2,0.9875643,233,0.5534441805
fold_8,test,BigCodeBench/597,3,0.99484396,257,0.6104513064
fold_8,test,BigCodeBench/697,1,0.9611241,238,0.5666666667
fold_8,test,BigCodeBench/697,2,0.977785,418,0.9952380952
fold_8,test,BigCodeBench/697,3,0.9814793,418,0.9952380952
fold_8,test,BigCodeBench/929,1,0.9805378,258,0.7543859649
fold_8,test,BigCodeBench/929,2,0.98551357,264,0.7719298246
fold_8,test,BigCodeBench/929,3,0.98145044,254,0.7426900585
fold_8,test,BigCodeBench/944,1,0.99717736,259,0.3523809524
fold_8,test,BigCodeBench/944,2,0.9971524,336,0.4571428571
fold_8,test,BigCodeBench/944,3,0.991581,226,0.3074829932
fold_8,test,BigCodeBench/701,1,0.9608158,403,1.538167939
fold_8,test,BigCodeBench/701,2,0.9721614,287,1.095419847
fold_8,test,BigCodeBench/701,3,0.96873504,330,1.259541985
fold_8,test,BigCodeBench/246,1,0.9923842,391,0.7161172161
fold_8,test,BigCodeBench/246,2,0.9945195,389,0.7124542125
fold_8,test,BigCodeBench/246,3,0.99676377,269,0.4926739927
fold_8,test,BigCodeBench/986,1,0.9881961,788,0.9764560099
fold_8,test,BigCodeBench/986,2,0.99701977,580,0.7187112763
fold_8,test,BigCodeBench/986,3,0.99506414,589,0.7298636927
fold_8,test,BigCodeBench/913,1,0.97620654,518,0.5846501129
fold_8,test,BigCodeBench/913,2,0.96870345,537,0.6060948081
fold_8,test,BigCodeBench/913,3,0.98489624,544,0.6139954853
fold_8,test,BigCodeBench/89,1,0.9912143,526,0.6025200458
fold_8,test,BigCodeBench/89,2,0.98350877,404,0.4627720504
fold_8,test,BigCodeBench/89,3,0.9976055,383,0.4387170676
fold_8,test,BigCodeBench/388,1,0.9619478,493,1.392655367
fold_8,test,BigCodeBench/388,2,0.95936817,519,1.466101695
fold_8,test,BigCodeBench/388,3,0.9879021,271,0.7655367232
fold_8,test,BigCodeBench/584,1,0.9909598,540,0.6844106464
fold_8,test,BigCodeBench/584,2,0.9909999,521,0.6603295311
fold_8,test,BigCodeBench/584,3,0.998423,361,0.4575411914
fold_8,test,BigCodeBench/1009,1,0.9755358,462,0.8716981132
fold_8,test,BigCodeBench/1009,2,0.9765639,487,0.9188679245
fold_8,test,BigCodeBench/1009,3,0.9728887,438,0.8264150943
fold_8,test,BigCodeBench/1105,1,0.9968136,240,0.393442623
fold_8,test,BigCodeBench/1105,2,0.97708076,1041,1.706557377
fold_8,test,BigCodeBench/1105,3,0.9974846,200,0.3278688525
fold_8,test,BigCodeBench/237,1,0.9972817,374,0.5335235378
fold_8,test,BigCodeBench/237,2,0.9944724,480,0.6847360913
fold_8,test,BigCodeBench/237,3,0.99633116,343,0.4893009986
fold_8,test,BigCodeBench/412,1,0.96803325,450,1.41955836
fold_8,test,BigCodeBench/412,2,0.96821946,428,1.350157729
fold_8,test,BigCodeBench/412,3,0.94463074,569,1.794952681
fold_8,test,BigCodeBench/15,1,0.9966738,752,0.848758465
fold_8,test,BigCodeBench/15,2,0.9877617,853,0.9627539503
fold_8,test,BigCodeBench/15,3,0.9968635,460,0.5191873589
fold_8,test,BigCodeBench/81,1,0.52539444,421,1
fold_8,test,BigCodeBench/81,2,0.9578327,324,0.7695961995
fold_8,test,BigCodeBench/81,3,0.9965031,76,0.1805225653
fold_8,test,BigCodeBench/204,1,0.96609205,645,1.47260274
fold_8,test,BigCodeBench/204,2,0.9650427,475,1.084474886
fold_8,test,BigCodeBench/204,3,0.9870055,286,0.6529680365
fold_8,test,BigCodeBench/154,1,0.9965068,153,0.4322033898
fold_8,test,BigCodeBench/154,2,0.9805284,343,0.9689265537
fold_8,test,BigCodeBench/154,3,0.9917026,273,0.7711864407
fold_8,test,BigCodeBench/1064,1,0.94304764,277,0.6723300971
fold_8,test,BigCodeBench/1064,2,0.96369886,288,0.6990291262
fold_8,test,BigCodeBench/1064,3,0.96184516,292,0.7087378641
fold_8,test,BigCodeBench/344,1,0.9939338,122,0.2568421053
fold_8,test,BigCodeBench/344,2,0.989853,218,0.4589473684
fold_8,test,BigCodeBench/344,3,0.9827386,401,0.8442105263
fold_8,test,BigCodeBench/941,1,0.9902732,273,0.4161585366
fold_8,test,BigCodeBench/941,2,0.99343723,319,0.4862804878
fold_8,test,BigCodeBench/941,3,0.99766076,169,0.2576219512
fold_8,test,BigCodeBench/606,1,0.9971078,46,0.219047619
fold_8,test,BigCodeBench/606,2,0.9912035,47,0.2238095238
fold_8,test,BigCodeBench/606,3,0.9915563,78,0.3714285714
fold_8,test,BigCodeBench/46,1,0.96541196,330,1.314741036
fold_8,test,BigCodeBench/46,2,0.9482368,415,1.653386454
fold_8,test,BigCodeBench/46,3,0.9524649,444,1.768924303
fold_8,test,BigCodeBench/1056,1,0.99505985,311,0.4533527697
fold_8,test,BigCodeBench/1056,2,0.9864463,368,0.5364431487
fold_8,test,BigCodeBench/1056,3,0.9795357,331,0.4825072886
fold_8,test,BigCodeBench/602,1,0.99047995,226,0.6108108108
fold_8,test,BigCodeBench/602,2,0.98028183,318,0.8594594595
fold_8,test,BigCodeBench/602,3,0.98665076,185,0.5
fold_8,test,BigCodeBench/785,1,0.99653876,400,0.583090379
fold_8,test,BigCodeBench/785,2,0.9967809,394,0.5743440233
fold_8,test,BigCodeBench/785,3,0.9954348,370,0.5393586006
fold_8,test,BigCodeBench/583,1,0.99777097,264,0.4217252396
fold_8,test,BigCodeBench/583,2,0.989038,375,0.5990415335
fold_8,test,BigCodeBench/583,3,0.9960938,309,0.4936102236
fold_8,test,BigCodeBench/1005,1,0.9849087,426,0.656394453
fold_8,test,BigCodeBench/1005,2,0.98774076,673,1.036979969
fold_8,test,BigCodeBench/1005,3,0.99260116,407,0.6271186441
fold_8,test,BigCodeBench/1012,1,0.9967164,629,0.551754386
fold_8,test,BigCodeBench/1012,2,0.99771196,642,0.5631578947
fold_8,test,BigCodeBench/1012,3,0.9954457,595,0.5219298246
fold_8,test,BigCodeBench/103,1,0.9921703,652,0.9340974212
fold_8,test,BigCodeBench/103,2,0.9914714,705,1.010028653
fold_8,test,BigCodeBench/103,3,0.99187165,426,0.6103151862
fold_8,test,BigCodeBench/973,1,0.9962716,350,0.4196642686
fold_8,test,BigCodeBench/973,2,0.98881817,487,0.5839328537
fold_8,test,BigCodeBench/973,3,0.99592066,456,0.5467625899
fold_8,test,BigCodeBench/202,1,0.9847752,471,0.6023017903
fold_8,test,BigCodeBench/202,2,0.9645133,489,0.6253196931
fold_8,test,BigCodeBench/202,3,0.9917782,456,0.5831202046
fold_8,test,BigCodeBench/881,1,0.99207425,505,0.7537313433
fold_8,test,BigCodeBench/881,2,0.97419417,619,0.923880597
fold_8,test,BigCodeBench/881,3,0.96197,350,0.5223880597
fold_8,test,BigCodeBench/195,1,0.96328914,527,1.43989071
fold_8,test,BigCodeBench/195,2,0.9530014,451,1.232240437
fold_8,test,BigCodeBench/195,3,0.9899155,123,0.3360655738
fold_8,test,BigCodeBench/894,1,0.99470615,373,0.5509601182
fold_8,test,BigCodeBench/894,2,0.99091303,425,0.6277695716
fold_8,test,BigCodeBench/894,3,0.995971,159,0.234859675
fold_8,test,BigCodeBench/320,1,0.9876075,165,0.390070922
fold_8,test,BigCodeBench/320,2,0.97788984,369,0.8723404255
fold_8,test,BigCodeBench/320,3,0.9837393,214,0.5059101655
fold_8,test,BigCodeBench/224,1,0.98859155,731,0.9171894605
fold_8,test,BigCodeBench/224,2,0.9901984,753,0.9447929737
fold_8,test,BigCodeBench/224,3,0.9930758,667,0.8368883312
fold_8,test,BigCodeBench/397,1,0.9557624,1256,3.14
fold_8,test,BigCodeBench/397,2,0.96743274,759,1.8975
fold_8,test,BigCodeBench/397,3,0.97115415,644,1.61
fold_8,test,BigCodeBench/1094,1,0.99345744,157,0.3964646465
fold_8,test,BigCodeBench/1094,2,0.99291587,163,0.4116161616
fold_8,test,BigCodeBench/1094,3,0.9885777,273,0.6893939394
fold_8,test,BigCodeBench/715,1,0.95108014,1030,3.47972973
fold_8,test,BigCodeBench/715,2,0.93842196,1042,3.52027027
fold_8,test,BigCodeBench/715,3,0.9666093,448,1.513513514
fold_8,test,BigCodeBench/989,1,0.9893745,948,0.9566094854
fold_8,test,BigCodeBench/989,2,0.9969837,399,0.4026236125
fold_8,test,BigCodeBench/989,3,0.9941591,640,0.6458123108
fold_8,test,BigCodeBench/1040,1,0.99896866,2348,1.244962884
fold_8,test,BigCodeBench/1040,2,0.9983479,1470,0.7794273595
fold_8,test,BigCodeBench/1040,3,0.9960343,865,0.4586426299
fold_8,test,BigCodeBench/914,1,0.994211,427,0.5865384615
fold_8,test,BigCodeBench/914,2,0.99018973,608,0.8351648352
fold_8,test,BigCodeBench/914,3,0.99125147,525,0.7211538462
fold_8,test,BigCodeBench/524,1,0.99693143,518,0.5390218522
fold_8,test,BigCodeBench/524,2,0.9963276,510,0.5306971904
fold_8,test,BigCodeBench/524,3,0.99625885,671,0.6982310094
fold_8,test,BigCodeBench/440,1,0.9964354,340,0.4657534247
fold_8,test,BigCodeBench/440,2,0.997593,317,0.4342465753
fold_8,test,BigCodeBench/440,3,0.99360085,346,0.4739726027
fold_8,test,BigCodeBench/975,1,0.99619,119,0.371875
fold_8,test,BigCodeBench/975,2,0.9950428,123,0.384375
fold_8,test,BigCodeBench/975,3,0.99277955,147,0.459375
fold_8,test,BigCodeBench/85,1,0.98979175,747,0.9701298701
fold_8,test,BigCodeBench/85,2,0.990057,1025,1.331168831
fold_8,test,BigCodeBench/85,3,0.989413,660,0.8571428571
fold_8,test,BigCodeBench/219,1,0.96788126,830,1.545623836
fold_8,test,BigCodeBench/219,2,0.98886746,345,0.6424581006
fold_8,test,BigCodeBench/219,3,0.98348,404,0.7523277467
fold_8,test,BigCodeBench/567,1,0.98618346,338,0.5605306799
fold_8,test,BigCodeBench/567,2,0.9909481,322,0.5339966833
fold_8,test,BigCodeBench/567,3,0.97585636,306,0.5074626866
fold_8,test,BigCodeBench/493,1,0.9974874,765,0.6681222707
fold_8,test,BigCodeBench/493,2,0.9975795,608,0.5310043668
fold_8,test,BigCodeBench/493,3,0.9969755,518,0.4524017467
fold_8,test,BigCodeBench/49,1,0.9946648,251,0.5340425532
fold_8,test,BigCodeBench/49,2,0.9836633,322,0.685106383
fold_8,test,BigCodeBench/49,3,0.99535733,167,0.3553191489
fold_8,test,BigCodeBench/934,1,0.98383653,185,0.7773109244
fold_8,test,BigCodeBench/934,2,0.9896773,146,0.6134453782
fold_8,test,BigCodeBench/934,3,0.9894784,166,0.6974789916
