fold,split,task_id,impl_index,distance,distance_norm
fold_4,test,BigCodeBench/56,3,373,0.9738903394255874
fold_4,test,BigCodeBench/810,1,766,1.2745424292845258
fold_4,test,BigCodeBench/810,2,558,0.9284525790349417
fold_4,test,BigCodeBench/810,3,302,0.502495840266223
fold_4,test,BigCodeBench/324,1,447,0.8481973434535104
fold_4,test,BigCodeBench/324,2,305,0.5787476280834914
fold_4,test,BigCodeBench/324,3,427,0.8102466793168881
fold_4,test,BigCodeBench/899,1,108,0.3450479233226837
fold_4,test,BigCodeBench/899,2,62,0.19808306709265175
fold_4,test,BigCodeBench/899,3,112,0.35782747603833864
fold_4,test,BigCodeBench/1016,1,520,0.5520169851380042
fold_4,test,BigCodeBench/1016,2,607,0.6443736730360934
fold_4,test,BigCodeBench/1016,3,711,0.7547770700636943
fold_4,test,BigCodeBench/235,1,461,0.5581113801452785
fold_4,test,BigCodeBench/235,2,644,0.7796610169491526
fold_4,test,BigCodeBench/235,3,473,0.572639225181598
fold_4,test,BigCodeBench/428,1,252,0.35294117647058826
fold_4,test,BigCodeBench/428,2,286,0.4005602240896359
fold_4,test,BigCodeBench/428,3,326,0.4565826330532213
fold_4,test,BigCodeBench/190,1,796,0.9202312138728324
fold_4,test,BigCodeBench/190,2,426,0.49248554913294795
fold_4,test,BigCodeBench/190,3,453,0.5236994219653179
fold_4,test,BigCodeBench/319,1,385,0.8461538461538461
fold_4,test,BigCodeBench/319,2,394,0.865934065934066
fold_4,test,BigCodeBench/319,3,324,0.7120879120879121
fold_4,test,BigCodeBench/155,1,112,0.3085399449035813
fold_4,test,BigCodeBench/155,2,172,0.4738292011019284
fold_4,test,BigCodeBench/155,3,111,0.30578512396694213
fold_4,test,BigCodeBench/31,1,500,0.8665511265164645
fold_4,test,BigCodeBench/31,2,415,0.7192374350086655
fold_4,test,BigCodeBench/31,3,414,0.7175043327556326
fold_4,test,BigCodeBench/509,1,840,0.6368460955269143
fold_4,test,BigCodeBench/509,2,906,0.6868840030326004
fold_4,test,BigCodeBench/509,3,792,0.6004548900682335
fold_4,test,BigCodeBench/564,1,454,0.8423005565862709
fold_4,test,BigCodeBench/564,2,387,0.7179962894248608
fold_4,test,BigCodeBench/564,3,398,0.738404452690167
fold_4,test,BigCodeBench/522,1,590,0.6735159817351598
fold_4,test,BigCodeBench/522,2,703,0.8025114155251142
fold_4,test,BigCodeBench/522,3,578,0.6598173515981736
fold_4,test,BigCodeBench/267,1,143,0.2693032015065913
fold_4,test,BigCodeBench/267,2,234,0.4406779661016949
fold_4,test,BigCodeBench/267,3,209,0.3935969868173258
fold_4,test,BigCodeBench/737,1,457,0.577020202020202
fold_4,test,BigCodeBench/737,2,479,0.6047979797979798
fold_4,test,BigCodeBench/737,3,519,0.6553030303030303
fold_4,test,BigCodeBench/723,1,441,0.6661631419939577
fold_4,test,BigCodeBench/723,2,508,0.7673716012084593
fold_4,test,BigCodeBench/723,3,616,0.9305135951661632
fold_4,test,BigCodeBench/182,1,340,0.64030131826742
fold_4,test,BigCodeBench/182,2,488,0.9190207156308852
fold_4,test,BigCodeBench/182,3,268,0.504708097928437
fold_4,test,BigCodeBench/378,1,436,0.464818763326226
fold_4,test,BigCodeBench/378,2,453,0.48294243070362475
fold_4,test,BigCodeBench/378,3,469,0.5
fold_4,test,BigCodeBench/617,1,1238,1.0273858921161825
fold_4,test,BigCodeBench/617,2,554,0.4597510373443983
fold_4,test,BigCodeBench/617,3,573,0.4755186721991701
fold_4,test,BigCodeBench/526,1,516,0.7467438494934877
fold_4,test,BigCodeBench/526,2,372,0.5383502170767004
fold_4,test,BigCodeBench/526,3,279,0.4037626628075253
fold_4,test,BigCodeBench/892,1,142,0.461038961038961
fold_4,test,BigCodeBench/892,2,141,0.4577922077922078
fold_4,test,BigCodeBench/892,3,188,0.6103896103896104
fold_4,test,BigCodeBench/935,1,276,0.5317919075144508
fold_4,test,BigCodeBench/935,2,290,0.558766859344894
fold_4,test,BigCodeBench/935,3,325,0.626204238921002
fold_4,test,BigCodeBench/242,1,398,0.4907521578298397
fold_4,test,BigCodeBench/242,2,496,0.6115906288532675
fold_4,test,BigCodeBench/242,3,306,0.37731196054254007
fold_4,test,BigCodeBench/411,1,89,0.2688821752265861
fold_4,test,BigCodeBench/411,2,103,0.311178247734139
fold_4,test,BigCodeBench/411,3,97,0.2930513595166163
fold_4,test,BigCodeBench/13,1,588,0.5335753176043557
fold_4,test,BigCodeBench/13,2,469,0.42558983666061706
fold_4,test,BigCodeBench/13,3,330,0.29945553539019965
fold_4,test,BigCodeBench/264,1,314,0.623015873015873
fold_4,test,BigCodeBench/264,2,464,0.9206349206349206
fold_4,test,BigCodeBench/264,3,325,0.6448412698412699
fold_4,test,BigCodeBench/63,1,206,0.42916666666666664
fold_4,test,BigCodeBench/63,2,227,0.47291666666666665
fold_4,test,BigCodeBench/63,3,317,0.6604166666666667
fold_4,test,BigCodeBench/1114,1,146,0.37823834196891193
fold_4,test,BigCodeBench/1114,2,143,0.3704663212435233
fold_4,test,BigCodeBench/1114,3,192,0.49740932642487046
fold_4,test,BigCodeBench/1001,1,309,0.5090609555189456
fold_4,test,BigCodeBench/1001,2,345,0.5683690280065898
fold_4,test,BigCodeBench/1001,3,375,0.6177924217462932
fold_4,test,BigCodeBench/725,1,536,1.3201970443349753
fold_4,test,BigCodeBench/725,2,505,1.2438423645320198
fold_4,test,BigCodeBench/725,3,300,0.7389162561576355
fold_4,test,BigCodeBench/568,1,424,0.7090301003344481
fold_4,test,BigCodeBench/568,2,503,0.8411371237458194
fold_4,test,BigCodeBench/568,3,554,0.9264214046822743
fold_4,test,BigCodeBench/399,1,292,0.5328467153284672
fold_4,test,BigCodeBench/399,2,308,0.5620437956204379
fold_4,test,BigCodeBench/399,3,192,0.35036496350364965
fold_4,test,BigCodeBench/1069,1,610,1.0627177700348431
fold_4,test,BigCodeBench/1069,2,636,1.10801393728223
fold_4,test,BigCodeBench/1069,3,397,0.6916376306620209
fold_4,test,BigCodeBench/208,1,509,0.9105545617173524
fold_4,test,BigCodeBench/208,2,751,1.3434704830053668
fold_4,test,BigCodeBench/208,3,202,0.3613595706618962
fold_4,test,BigCodeBench/475,1,512,0.5470085470085471
fold_4,test,BigCodeBench/475,2,663,0.7083333333333334
fold_4,test,BigCodeBench/475,3,916,0.9786324786324786
fold_4,test,BigCodeBench/439,1,354,1.032069970845481
fold_4,test,BigCodeBench/439,2,558,1.6268221574344024
fold_4,test,BigCodeBench/439,3,289,0.8425655976676385
fold_4,test,BigCodeBench/173,1,203,0.5087719298245614
fold_4,test,BigCodeBench/173,2,201,0.5037593984962406
fold_4,test,BigCodeBench/173,3,352,0.8822055137844611
fold_4,test,BigCodeBench/985,1,792,0.5311871227364185
fold_4,test,BigCodeBench/985,2,900,0.6036217303822937
fold_4,test,BigCodeBench/985,3,814,0.5459423205902079
fold_4,test,BigCodeBench/909,1,141,0.2727272727272727
fold_4,test,BigCodeBench/909,2,151,0.29206963249516443
fold_4,test,BigCodeBench/909,3,201,0.38878143133462284
fold_4,test,BigCodeBench/713,1,344,0.4444444444444444
fold_4,test,BigCodeBench/713,2,665,0.8591731266149871
fold_4,test,BigCodeBench/713,3,472,0.6098191214470284
fold_4,test,BigCodeBench/594,1,574,0.7211055276381909
fold_4,test,BigCodeBench/594,2,586,0.7361809045226131
fold_4,test,BigCodeBench/594,3,655,0.8228643216080402
fold_4,test,BigCodeBench/360,1,622,0.8227513227513228
fold_4,test,BigCodeBench/360,2,843,1.1150793650793651
fold_4,test,BigCodeBench/360,3,319,0.421957671957672
fold_4,test,BigCodeBench/203,1,705,0.7320872274143302
fold_4,test,BigCodeBench/203,2,544,0.564901349948079
fold_4,test,BigCodeBench/203,3,463,0.48078920041536866
fold_4,test,BigCodeBench/822,1,240,0.39279869067103107
fold_4,test,BigCodeBench/822,2,292,0.4779050736497545
fold_4,test,BigCodeBench/822,3,296,0.4844517184942717
fold_4,test,BigCodeBench/314,1,332,0.6680080482897385
fold_4,test,BigCodeBench/314,2,305,0.613682092555332
fold_4,test,BigCodeBench/314,3,455,0.9154929577464789
fold_4,test,BigCodeBench/491,1,692,0.6313868613138686
fold_4,test,BigCodeBench/491,2,757,0.6906934306569343
fold_4,test,BigCodeBench/491,3,566,0.5164233576642335
fold_4,test,BigCodeBench/933,1,165,0.642023346303502
fold_4,test,BigCodeBench/933,2,194,0.754863813229572
fold_4,test,BigCodeBench/933,3,248,0.9649805447470817
fold_4,test,BigCodeBench/1015,1,921,0.748780487804878
fold_4,test,BigCodeBench/1015,2,824,0.6699186991869919
fold_4,test,BigCodeBench/1015,3,417,0.33902439024390246
fold_4,test,BigCodeBench/1137,1,1012,1.6063492063492064
fold_4,test,BigCodeBench/1137,2,893,1.4174603174603175
fold_4,test,BigCodeBench/1137,3,491,0.7793650793650794
fold_4,test,BigCodeBench/507,1,669,0.6833503575076609
fold_4,test,BigCodeBench/507,2,584,0.5965270684371808
fold_4,test,BigCodeBench/507,3,647,0.6608784473953013
fold_4,test,BigCodeBench/1123,1,734,1.1309707241910631
fold_4,test,BigCodeBench/1123,2,372,0.5731895223420647
fold_4,test,BigCodeBench/1123,3,649,1.0
fold_4,test,BigCodeBench/270,1,51,0.35172413793103446
fold_4,test,BigCodeBench/270,2,59,0.4068965517241379
fold_4,test,BigCodeBench/270,3,59,0.4068965517241379
fold_4,test,BigCodeBench/1065,1,145,0.4915254237288136
fold_4,test,BigCodeBench/1065,2,260,0.8813559322033898
fold_4,test,BigCodeBench/1065,3,189,0.6406779661016949
fold_4,test,BigCodeBench/720,1,540,0.7171314741035857
fold_4,test,BigCodeBench/720,2,659,0.8751660026560425
fold_4,test,BigCodeBench/720,3,551,0.7317397078353254
fold_4,test,BigCodeBench/88,1,357,0.7660944206008584
fold_4,test,BigCodeBench/88,2,543,1.1652360515021458
fold_4,test,BigCodeBench/88,3,422,0.9055793991416309
fold_4,test,BigCodeBench/435,1,311,0.5289115646258503
fold_4,test,BigCodeBench/435,2,312,0.5306122448979592
fold_4,test,BigCodeBench/435,3,316,0.5374149659863946
fold_4,test,BigCodeBench/946,1,105,0.2807486631016043
fold_4,test,BigCodeBench/946,2,126,0.33689839572192515
fold_4,test,BigCodeBench/946,3,125,0.3342245989304813
fold_4,test,BigCodeBench/875,1,549,1.1831896551724137
fold_4,test,BigCodeBench/875,2,163,0.35129310344827586
fold_4,test,BigCodeBench/875,3,362,0.7801724137931034
fold_4,test,BigCodeBench/232,1,388,0.9371980676328503
fold_4,test,BigCodeBench/232,2,406,0.9806763285024155
fold_4,test,BigCodeBench/232,3,471,1.1376811594202898
fold_4,test,BigCodeBench/565,1,726,1.7881773399014778
fold_4,test,BigCodeBench/565,2,493,1.2142857142857142
fold_4,test,BigCodeBench/565,3,443,1.0911330049261083
fold_4,test,BigCodeBench/402,1,1747,3.979498861047836
fold_4,test,BigCodeBench/402,2,1025,2.334851936218679
fold_4,test,BigCodeBench/402,3,641,1.460136674259681
fold_4,test,BigCodeBench/1113,1,412,0.8174603174603174
fold_4,test,BigCodeBench/1113,2,250,0.49603174603174605
fold_4,test,BigCodeBench/1113,3,194,0.38492063492063494
fold_4,test,BigCodeBench/1044,1,523,0.7077131258457375
fold_4,test,BigCodeBench/1044,2,656,0.8876860622462788
fold_4,test,BigCodeBench/1044,3,448,0.6062246278755075
fold_4,test,BigCodeBench/1030,1,64,0.23703703703703705
fold_4,test,BigCodeBench/1030,2,167,0.6185185185185185
fold_4,test,BigCodeBench/1030,3,39,0.14444444444444443
fold_4,test,BigCodeBench/918,1,231,0.7042682926829268
fold_4,test,BigCodeBench/918,2,260,0.7926829268292683
fold_4,test,BigCodeBench/918,3,380,1.1585365853658536
fold_4,test,BigCodeBench/597,1,262,0.6223277909738717
fold_4,test,BigCodeBench/597,2,233,0.5534441805225653
fold_4,test,BigCodeBench/597,3,257,0.6104513064133017
fold_4,test,BigCodeBench/697,1,238,0.5666666666666667
fold_4,test,BigCodeBench/697,2,418,0.9952380952380953
fold_4,test,BigCodeBench/697,3,418,0.9952380952380953
fold_4,test,BigCodeBench/929,1,258,0.7543859649122807
fold_4,test,BigCodeBench/929,2,264,0.7719298245614035
fold_4,test,BigCodeBench/929,3,254,0.7426900584795322
fold_4,test,BigCodeBench/944,1,259,0.3523809523809524
fold_4,test,BigCodeBench/944,2,336,0.45714285714285713
fold_4,test,BigCodeBench/944,3,226,0.3074829931972789
fold_4,test,BigCodeBench/701,1,403,1.5381679389312977
fold_4,test,BigCodeBench/701,2,287,1.0954198473282444
fold_4,test,BigCodeBench/701,3,330,1.2595419847328244
fold_4,test,BigCodeBench/246,1,391,0.7161172161172161
fold_4,test,BigCodeBench/246,2,389,0.7124542124542125
fold_4,test,BigCodeBench/246,3,269,0.4926739926739927
fold_4,test,BigCodeBench/986,1,788,0.976456009913259
fold_4,test,BigCodeBench/986,2,580,0.7187112763320942
fold_4,test,BigCodeBench/986,3,589,0.7298636926889716
fold_4,test,BigCodeBench/913,1,518,0.5846501128668171
fold_4,test,BigCodeBench/913,2,537,0.6060948081264108
fold_4,test,BigCodeBench/913,3,544,0.6139954853273137
fold_4,test,BigCodeBench/89,1,526,0.6025200458190149
fold_4,test,BigCodeBench/89,2,404,0.4627720504009164
fold_4,test,BigCodeBench/89,3,383,0.43871706758304696
fold_4,test,BigCodeBench/388,1,493,1.3926553672316384
fold_4,test,BigCodeBench/388,2,519,1.4661016949152543
fold_4,test,BigCodeBench/388,3,271,0.7655367231638418
fold_4,test,BigCodeBench/584,1,540,0.6844106463878327
fold_4,test,BigCodeBench/584,2,521,0.6603295310519645
fold_4,test,BigCodeBench/584,3,361,0.45754119138149557
fold_4,test,BigCodeBench/1009,1,462,0.8716981132075472
fold_4,test,BigCodeBench/1009,2,487,0.9188679245283019
fold_4,test,BigCodeBench/1009,3,438,0.8264150943396227
fold_4,test,BigCodeBench/1105,1,240,0.39344262295081966
fold_4,test,BigCodeBench/1105,2,1041,1.7065573770491804
fold_4,test,BigCodeBench/1105,3,200,0.32786885245901637
fold_4,test,BigCodeBench/237,1,374,0.5335235378031383
fold_4,test,BigCodeBench/237,2,480,0.6847360912981455
fold_4,test,BigCodeBench/237,3,343,0.4893009985734665
fold_4,test,BigCodeBench/412,1,450,1.4195583596214512
fold_4,test,BigCodeBench/412,2,428,1.3501577287066246
fold_4,test,BigCodeBench/412,3,569,1.7949526813880126
fold_4,test,BigCodeBench/15,1,752,0.8487584650112867
fold_4,test,BigCodeBench/15,2,853,0.9627539503386005
fold_4,test,BigCodeBench/15,3,460,0.5191873589164786
fold_4,test,BigCodeBench/81,1,421,1.0
fold_4,test,BigCodeBench/81,2,324,0.7695961995249406
fold_4,test,BigCodeBench/81,3,76,0.18052256532066507
fold_4,test,BigCodeBench/204,1,645,1.4726027397260273
fold_4,test,BigCodeBench/204,2,475,1.0844748858447488
fold_4,test,BigCodeBench/204,3,286,0.6529680365296804
fold_4,test,BigCodeBench/154,1,153,0.4322033898305085
fold_4,test,BigCodeBench/154,2,343,0.9689265536723164
fold_4,test,BigCodeBench/154,3,273,0.7711864406779662
fold_4,test,BigCodeBench/1064,1,277,0.6723300970873787
fold_4,test,BigCodeBench/1064,2,288,0.6990291262135923
fold_4,test,BigCodeBench/1064,3,292,0.7087378640776699
fold_4,test,BigCodeBench/344,1,122,0.25684210526315787
fold_4,test,BigCodeBench/344,2,218,0.4589473684210526
fold_4,test,BigCodeBench/344,3,401,0.8442105263157895
fold_4,test,BigCodeBench/941,1,273,0.41615853658536583
fold_4,test,BigCodeBench/941,2,319,0.48628048780487804
fold_4,test,BigCodeBench/941,3,169,0.2576219512195122
fold_4,test,BigCodeBench/606,1,46,0.21904761904761905
fold_4,test,BigCodeBench/606,2,47,0.22380952380952382
fold_4,test,BigCodeBench/606,3,78,0.37142857142857144
fold_4,test,BigCodeBench/46,1,330,1.3147410358565736
fold_4,test,BigCodeBench/46,2,415,1.653386454183267
fold_4,test,BigCodeBench/46,3,444,1.7689243027888446
fold_4,test,BigCodeBench/1056,1,311,0.45335276967930027
fold_4,test,BigCodeBench/1056,2,368,0.5364431486880467
fold_4,test,BigCodeBench/1056,3,331,0.48250728862973763
fold_4,test,BigCodeBench/602,1,226,0.6108108108108108
fold_4,test,BigCodeBench/602,2,318,0.8594594594594595
fold_4,test,BigCodeBench/602,3,185,0.5
fold_4,test,BigCodeBench/785,1,400,0.5830903790087464
fold_4,test,BigCodeBench/785,2,394,0.5743440233236151
fold_4,test,BigCodeBench/785,3,370,0.5393586005830904
fold_4,test,BigCodeBench/583,1,264,0.4217252396166134
fold_4,test,BigCodeBench/583,2,375,0.5990415335463258
fold_4,test,BigCodeBench/583,3,309,0.4936102236421725
fold_4,test,BigCodeBench/1005,1,426,0.6563944530046225
fold_4,test,BigCodeBench/1005,2,673,1.036979969183359
fold_4,test,BigCodeBench/1005,3,407,0.6271186440677966
fold_4,test,BigCodeBench/1012,1,629,0.5517543859649123
fold_4,test,BigCodeBench/1012,2,642,0.5631578947368421
fold_4,test,BigCodeBench/1012,3,595,0.5219298245614035
fold_4,test,BigCodeBench/103,1,652,0.9340974212034384
fold_4,test,BigCodeBench/103,2,705,1.010028653295129
fold_4,test,BigCodeBench/103,3,426,0.6103151862464183
fold_4,test,BigCodeBench/973,1,350,0.4196642685851319
fold_4,test,BigCodeBench/973,2,487,0.5839328537170264
fold_4,test,BigCodeBench/973,3,456,0.5467625899280576
fold_4,test,BigCodeBench/202,1,471,0.6023017902813299
fold_4,test,BigCodeBench/202,2,489,0.6253196930946292
fold_4,test,BigCodeBench/202,3,456,0.5831202046035806
fold_4,test,BigCodeBench/881,1,505,0.753731343283582
fold_4,test,BigCodeBench/881,2,619,0.9238805970149254
fold_4,test,BigCodeBench/881,3,350,0.5223880597014925
fold_4,test,BigCodeBench/195,1,527,1.4398907103825136
fold_4,test,BigCodeBench/195,2,451,1.2322404371584699
fold_4,test,BigCodeBench/195,3,123,0.3360655737704918
fold_4,test,BigCodeBench/894,1,373,0.55096011816839
fold_4,test,BigCodeBench/894,2,425,0.6277695716395865
fold_4,test,BigCodeBench/894,3,159,0.23485967503692762
fold_4,test,BigCodeBench/320,1,165,0.3900709219858156
fold_4,test,BigCodeBench/320,2,369,0.8723404255319149
fold_4,test,BigCodeBench/320,3,214,0.5059101654846335
fold_4,test,BigCodeBench/224,1,731,0.917189460476788
fold_4,test,BigCodeBench/224,2,753,0.944792973651192
fold_4,test,BigCodeBench/224,3,667,0.8368883312421581
fold_4,test,BigCodeBench/397,1,1256,3.14
fold_4,test,BigCodeBench/397,2,759,1.8975
fold_4,test,BigCodeBench/397,3,644,1.61
fold_4,test,BigCodeBench/1094,1,157,0.39646464646464646
fold_4,test,BigCodeBench/1094,2,163,0.4116161616161616
fold_4,test,BigCodeBench/1094,3,273,0.6893939393939394
fold_4,test,BigCodeBench/715,1,1030,3.47972972972973
fold_4,test,BigCodeBench/715,2,1042,3.52027027027027
fold_4,test,BigCodeBench/715,3,448,1.5135135135135136
fold_4,test,BigCodeBench/989,1,948,0.9566094853683148
fold_4,test,BigCodeBench/989,2,399,0.4026236125126135
fold_4,test,BigCodeBench/989,3,640,0.6458123107971746
fold_4,test,BigCodeBench/1040,1,2348,1.2449628844114529
fold_4,test,BigCodeBench/1040,2,1470,0.7794273594909862
fold_4,test,BigCodeBench/1040,3,865,0.4586426299045599
fold_4,test,BigCodeBench/914,1,427,0.5865384615384616
fold_4,test,BigCodeBench/914,2,608,0.8351648351648352
fold_4,test,BigCodeBench/914,3,525,0.7211538461538461
fold_4,test,BigCodeBench/524,1,518,0.5390218522372529
fold_4,test,BigCodeBench/524,2,510,0.5306971904266389
fold_4,test,BigCodeBench/524,3,671,0.6982310093652445
fold_4,test,BigCodeBench/440,1,340,0.4657534246575342
fold_4,test,BigCodeBench/440,2,317,0.43424657534246575
fold_4,test,BigCodeBench/440,3,346,0.473972602739726
fold_4,test,BigCodeBench/975,1,119,0.371875
fold_4,test,BigCodeBench/975,2,123,0.384375
fold_4,test,BigCodeBench/975,3,147,0.459375
fold_4,test,BigCodeBench/85,1,747,0.9701298701298702
fold_4,test,BigCodeBench/85,2,1025,1.3311688311688312
fold_4,test,BigCodeBench/85,3,660,0.8571428571428571
fold_4,test,BigCodeBench/219,1,830,1.5456238361266295
fold_4,test,BigCodeBench/219,2,345,0.6424581005586593
fold_4,test,BigCodeBench/219,3,404,0.7523277467411545
fold_4,test,BigCodeBench/567,1,338,0.560530679933665
fold_4,test,BigCodeBench/567,2,322,0.5339966832504146
fold_4,test,BigCodeBench/567,3,306,0.5074626865671642
fold_4,test,BigCodeBench/493,1,765,0.6681222707423581
fold_4,test,BigCodeBench/493,2,608,0.5310043668122271
fold_4,test,BigCodeBench/493,3,518,0.4524017467248908
fold_4,test,BigCodeBench/49,1,251,0.5340425531914894
fold_4,test,BigCodeBench/49,2,322,0.6851063829787234
fold_4,test,BigCodeBench/49,3,167,0.3553191489361702
fold_4,test,BigCodeBench/934,1,185,0.7773109243697479
fold_4,test,BigCodeBench/934,2,146,0.6134453781512605
fold_4,test,BigCodeBench/934,3,166,0.6974789915966386
fold_4,test,BigCodeBench/124,1,286,0.36855670103092786
fold_4,test,BigCodeBench/124,2,311,0.4007731958762887
